Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_000660505.1	SAMN02053754	PRJNA224116	Mycobacterium tuberculosis TKK-01-0015	strain=TKK-01-0015	14	1098047	4408283	65.62	2008-02-21	South Africa	Homo sapiens	
GCF_000660525.1	SAMN02053755	PRJNA224116	Mycobacterium tuberculosis TKK-01-0016	strain=TKK-01-0016	7	3706072	4398557	65.6	2008-02-21	South Africa	Homo sapiens	
GCF_000660545.1	SAMN02053756	PRJNA224116	Mycobacterium tuberculosis TKK-01-0018	strain=TKK-01-0018	6	3750789	4449227	65.61	2008-03-10	South Africa	Homo sapiens	
GCF_000660565.1	SAMN02053757	PRJNA224116	Mycobacterium tuberculosis TKK-01-0019	strain=TKK-01-0019	5	2805880	4410931	65.59	2008-03-19	South Africa	Homo sapiens	
GCF_000660585.1	SAMN02053758	PRJNA224116	Mycobacterium tuberculosis TKK-01-0022	strain=TKK-01-0022	5	3936437	4418438	65.59	2008-04-02	South Africa	Homo sapiens	
GCF_000660605.1	SAMN02053759	PRJNA224116	Mycobacterium tuberculosis TKK-01-0024	strain=TKK-01-0024	9	1426462	4371519	65.59	2008-04-02	South Africa	Homo sapiens	
GCF_000660625.1	SAMN02053760	PRJNA224116	Mycobacterium tuberculosis TKK-01-0025	strain=TKK-01-0025	1	4409044	4409044	65.62	2008-04-03	South Africa	Homo sapiens	
GCF_000660645.1	SAMN02053761	PRJNA224116	Mycobacterium tuberculosis TKK-01-0027	strain=TKK-01-0027	14	1344173	4423882	65.61	2008-05-08	South Africa	Homo sapiens	
GCF_000660665.1	SAMN02053762	PRJNA224116	Mycobacterium tuberculosis TKK-01-0028	strain=TKK-01-0028	7	1635493	4410609	65.61	2008-05-12	South Africa	Homo sapiens	
GCF_000660685.1	SAMN02053763	PRJNA224116	Mycobacterium tuberculosis TKK-01-0029	strain=TKK-01-0029	15	959074	4405292	65.62	2008-05-12	South Africa	Homo sapiens	
GCF_000660705.1	SAMN02053764	PRJNA224116	Mycobacterium tuberculosis TKK-01-0030	strain=TKK-01-0030	9	2420666	4409393	65.6	2008-05-13	South Africa	Homo sapiens	
GCF_000660725.1	SAMN02053765	PRJNA224116	Mycobacterium tuberculosis TKK-01-0031	strain=TKK-01-0031	2	4358036	4416208	65.61	2008-05-13	South Africa	Homo sapiens	
GCF_000660745.1	SAMN02053766	PRJNA224116	Mycobacterium tuberculosis TKK-01-0033	strain=TKK-01-0033	2	4403249	4407199	65.6	2008-05-20	South Africa	Homo sapiens	
GCF_000660765.1	SAMN02053767	PRJNA224116	Mycobacterium tuberculosis TKK-01-0034	strain=TKK-01-0034	2	4345755	4403926	65.62	2008-06-09	South Africa	Homo sapiens	
GCF_000660785.1	SAMN02053768	PRJNA224116	Mycobacterium tuberculosis TKK-01-0035	strain=TKK-01-0035	1	4416147	4416147	65.6	2008-07-15	South Africa	Homo sapiens	
GCF_000657835.1	SAMN02053769	PRJNA224116	Mycobacterium tuberculosis TKK-01-0036	strain=TKK-01-0036	2	4389938	4398586	65.61	2008-07-17	South Africa	Homo sapiens	
GCF_000660805.1	SAMN02053770	PRJNA224116	Mycobacterium tuberculosis TKK-01-0037	strain=TKK-01-0037	5	2638311	4418769	65.61	2008-07-22	South Africa	Homo sapiens	
GCF_000660825.1	SAMN02053771	PRJNA224116	Mycobacterium tuberculosis TKK-01-0038	strain=TKK-01-0038	8	3734521	4402320	65.58	2008-07-30	South Africa	Homo sapiens	
GCF_000660845.1	SAMN02053772	PRJNA224116	Mycobacterium tuberculosis TKK-01-0039	strain=TKK-01-0039	11	3393127	4441236	65.6	2008-07-31	South Africa	Homo sapiens	
GCF_000660865.1	SAMN02053773	PRJNA224116	Mycobacterium tuberculosis TKK-01-0040	strain=TKK-01-0040	1	4415970	4415970	65.61	2008-07-31	South Africa	Homo sapiens	
GCF_000660885.1	SAMN02053774	PRJNA224116	Mycobacterium tuberculosis TKK-01-0041	strain=TKK-01-0041	4	3924446	4404469	65.59		South Africa	Homo sapiens	
GCF_000660905.1	SAMN02053775	PRJNA224116	Mycobacterium tuberculosis TKK-01-0042	strain=TKK-01-0042	7	2299167	4436783	65.6	2008-08-14	South Africa	Homo sapiens	
GCF_000660925.1	SAMN02053776	PRJNA224116	Mycobacterium tuberculosis TKK-01-0043	strain=TKK-01-0043	5	3919474	4400834	65.59	2008-08-14	South Africa	Homo sapiens	
GCF_000660945.1	SAMN02053777	PRJNA224116	Mycobacterium tuberculosis TKK-01-0044	strain=TKK-01-0044	41	781556	4414945	65.6	2008-08-14	South Africa	Homo sapiens	
GCF_000660965.1	SAMN02053778	PRJNA224116	Mycobacterium tuberculosis TKK-01-0045	strain=TKK-01-0045	2	4346129	4404295	65.62	2008-08-14	South Africa	Homo sapiens	
GCF_000660985.1	SAMN02053779	PRJNA224116	Mycobacterium tuberculosis TKK-01-0046	strain=TKK-01-0046	7	2836135	4403376	65.6	2008-09-10	South Africa	Homo sapiens	
GCF_000661005.1	SAMN02053780	PRJNA224116	Mycobacterium tuberculosis TKK-01-0047	strain=TKK-01-0047	10	2156925	4416226	65.6	2008-09-11	South Africa	Homo sapiens	
GCF_000661025.1	SAMN02053781	PRJNA224116	Mycobacterium tuberculosis TKK-01-0048	strain=TKK-01-0048	2	4412668	4421774	65.61	2009-01-26	South Africa	Homo sapiens	
GCF_000661045.1	SAMN02053782	PRJNA224116	Mycobacterium tuberculosis TKK-01-0049	strain=TKK-01-0049	8	2476763	4426198	65.6	2009-04-23	South Africa	Homo sapiens	
GCF_000661065.1	SAMN02053783	PRJNA224116	Mycobacterium tuberculosis TKK-01-0050	strain=TKK-01-0050	14	1295358	4427181	65.6	2009-05-21	South Africa	Homo sapiens	
GCF_000661105.1	SAMN02053785	PRJNA224116	Mycobacterium tuberculosis TKK-01-0052	strain=TKK-01-0052	2	3899195	4398871	65.61	2009-07-21	South Africa	Homo sapiens	
GCF_000661125.1	SAMN02053786	PRJNA224116	Mycobacterium tuberculosis TKK-01-0053	strain=TKK-01-0053	7	2774516	4394277	65.62	2009-08-11	South Africa	Homo sapiens	
GCF_000661145.1	SAMN02053787	PRJNA224116	Mycobacterium tuberculosis TKK-01-0054	strain=TKK-01-0054	2	4357408	4415580	65.63	2009-11-25	South Africa	Homo sapiens	
GCF_000661165.1	SAMN02053788	PRJNA224116	Mycobacterium tuberculosis TKK-01-0055	strain=TKK-01-0055	7	2807726	4420588	65.61	2009-11-27	South Africa	Homo sapiens	
GCF_000661185.1	SAMN02053789	PRJNA224116	Mycobacterium tuberculosis TKK-01-0056	strain=TKK-01-0056	12	1726018	4400475	65.62	2009-11-27	South Africa	Homo sapiens	
GCF_000661205.1	SAMN02053790	PRJNA224116	Mycobacterium tuberculosis TKK-01-0057	strain=TKK-01-0057	6	3738620	4443529	65.6	2009-11-27	South Africa	Homo sapiens	
GCF_000661225.1	SAMN02053791	PRJNA224116	Mycobacterium tuberculosis TKK-01-0058	strain=TKK-01-0058	2	3962297	4432102	65.59	2009-11-30	South Africa	Homo sapiens	
GCF_000661245.1	SAMN02053793	PRJNA224116	Mycobacterium tuberculosis TKK-01-0060	strain=TKK-01-0060	3	3952458	4417077	65.6	2010-01-06	South Africa	Homo sapiens	
GCF_000661265.1	SAMN02053794	PRJNA224116	Mycobacterium tuberculosis TKK-01-0061	strain=TKK-01-0061	5	3942462	4418114	65.59	2010-01-07	South Africa	Homo sapiens	
GCF_000661285.1	SAMN02053795	PRJNA224116	Mycobacterium tuberculosis TKK-01-0062	strain=TKK-01-0062	5	3934434	4412080	65.59	2010-01-12	South Africa	Homo sapiens	
GCF_000661305.1	SAMN02053796	PRJNA224116	Mycobacterium tuberculosis TKK-01-0063	strain=TKK-01-0063	4	3928989	4411062	65.61	2010-01-12	South Africa	Homo sapiens	
GCF_000661325.1	SAMN02053797	PRJNA224116	Mycobacterium tuberculosis TKK-01-0064	strain=TKK-01-0064	7	3938691	4415203	65.61	2010-01-13	South Africa	Homo sapiens	
GCF_000661345.1	SAMN02053798	PRJNA224116	Mycobacterium tuberculosis TKK-01-0065	strain=TKK-01-0065	8	3703820	4408941	65.6	2010-01-14	South Africa	Homo sapiens	
GCF_000661365.1	SAMN02053799	PRJNA224116	Mycobacterium tuberculosis TKK-01-0066	strain=TKK-01-0066	7	2299406	4413078	65.61	2010-01-15	South Africa	Homo sapiens	
GCF_000661385.1	SAMN02053800	PRJNA224116	Mycobacterium tuberculosis TKK-01-0067	strain=TKK-01-0067	7	3374775	4436449	65.6	2010-01-18	South Africa	Homo sapiens	
GCF_000661405.1	SAMN02053801	PRJNA224116	Mycobacterium tuberculosis TKK-01-0068	strain=TKK-01-0068	2	4394016	4397966	65.61	2010-01-18	South Africa	Homo sapiens	
GCF_000661425.1	SAMN02053802	PRJNA224116	Mycobacterium tuberculosis TKK-01-0070	strain=TKK-01-0070	6	3952600	4437254	65.58	2010-02-02	South Africa	Homo sapiens	
GCF_000661445.1	SAMN02053803	PRJNA224116	Mycobacterium tuberculosis TKK-01-0071	strain=TKK-01-0071	1	4399625	4399625	65.6	2010-02-03	South Africa	Homo sapiens	
GCF_000661465.1	SAMN02053804	PRJNA224116	Mycobacterium tuberculosis TKK-01-0073	strain=TKK-01-0073	1	4411747	4411747	65.61	2010-02-23	South Africa	Homo sapiens	
GCF_000661485.1	SAMN02053805	PRJNA224116	Mycobacterium tuberculosis TKK-01-0074	strain=TKK-01-0074	1	4403481	4403481	65.61	2010-02-25	South Africa	Homo sapiens	
GCF_000661505.1	SAMN02053806	PRJNA224116	Mycobacterium tuberculosis TKK-01-0075	strain=TKK-01-0075	2	4389634	4402940	65.61	2010-02-26	South Africa	Homo sapiens	
GCF_000661525.1	SAMN02053807	PRJNA224116	Mycobacterium tuberculosis TKK-01-0076	strain=TKK-01-0076	1	4401950	4401950	65.6	2010-03-01	South Africa	Homo sapiens	
GCF_000662355.1	SAMN02053808	PRJNA224116	Mycobacterium tuberculosis TKK-01-0077	strain=TKK-01-0077	3	3972812	4447995	65.59	2010-03-04	South Africa	Homo sapiens	
GCF_000661555.1	SAMN02053809	PRJNA224116	Mycobacterium tuberculosis TKK-01-0078	strain=TKK-01-0078	4	3724237	4412287	65.59	2010-03-09	South Africa	Homo sapiens	
GCF_000661575.1	SAMN02053810	PRJNA224116	Mycobacterium tuberculosis TKK-01-0079	strain=TKK-01-0079	7	3740725	4421863	65.59	2010-03-11	South Africa	Homo sapiens	
GCF_000661595.1	SAMN02053811	PRJNA224116	Mycobacterium tuberculosis TKK-01-0081	strain=TKK-01-0081	3	3940254	4418437	65.61	2008-01-23	South Africa	Homo sapiens	
GCF_000661615.1	SAMN02053812	PRJNA224116	Mycobacterium tuberculosis TKK-01-0082	strain=TKK-01-0082	3	3468924	4413098	65.59	2008-01-04	South Africa	Homo sapiens	
GCF_000661635.1	SAMN02053813	PRJNA224116	Mycobacterium tuberculosis TKK-01-0083	strain=TKK-01-0083	5	3928646	4410924	65.6	2008-01-10	South Africa	Homo sapiens	
GCF_000661655.1	SAMN02053814	PRJNA224116	Mycobacterium tuberculosis TKK-01-0084	strain=TKK-01-0084	6	1988006	4424188	65.6	2008-01-23	South Africa	Homo sapiens	
GCF_000661675.1	SAMN02053815	PRJNA224116	Mycobacterium tuberculosis TKK-01-0085	strain=TKK-01-0085	5	3880669	4362546	65.61	2008-02-04	South Africa	Homo sapiens	
GCF_000661695.1	SAMN02053816	PRJNA224116	Mycobacterium tuberculosis TKK-01-0086	strain=TKK-01-0086	6	3931576	4411818	65.62	2008-03-03	South Africa	Homo sapiens	
GCF_000661715.1	SAMN02053817	PRJNA224116	Mycobacterium tuberculosis TKK-01-0087	strain=TKK-01-0087	5	3741813	4432887	65.61	2008-03-06	South Africa	Homo sapiens	
GCF_000661735.1	SAMN02053818	PRJNA224116	Mycobacterium tuberculosis TKK-01-0088	strain=TKK-01-0088	6	3734578	4418087	65.59	2008-02-29	South Africa	Homo sapiens	
GCF_000661755.1	SAMN02053819	PRJNA224116	Mycobacterium tuberculosis TKK-01-0089	strain=TKK-01-0089	4	3964624	4446393	65.6	2008-03-03	South Africa	Homo sapiens	
GCF_000661775.1	SAMN02053820	PRJNA224116	Mycobacterium tuberculosis TKK-01-0090	strain=TKK-01-0090	7	3433879	4444756	65.6	2008-03-04	South Africa	Homo sapiens	
GCF_000661795.1	SAMN02053821	PRJNA224116	Mycobacterium tuberculosis TKK-01-0091	strain=TKK-01-0091	3	2522951	4398833	65.6	2008-03-20	South Africa	Homo sapiens	
GCF_000661815.1	SAMN02053822	PRJNA224116	Mycobacterium tuberculosis TKK-01-0092	strain=TKK-01-0092	5	2373317	4414989	65.58		South Africa	Homo sapiens	
GCF_000661835.1	SAMN02053823	PRJNA224116	Mycobacterium tuberculosis TKK-01-0093	strain=TKK-01-0093	7	3776353	4451331	65.58	2008-03-27	South Africa	Homo sapiens	
GCF_000661855.1	SAMN02053824	PRJNA224116	Mycobacterium tuberculosis TKK-01-0094	strain=TKK-01-0094	6	3932746	4415524	65.59	2008-04-17	South Africa	Homo sapiens	
GCF_001997695.1	SAMN02837622	PRJNA224116	Mycobacterium tuberculosis TRS1	strain=TRS1	1	4411532	4411532	65.53	2004-10-12	USA	Homo sapiens	
GCF_001998365.1	SAMN02837623	PRJNA224116	Mycobacterium tuberculosis TRS2	strain=TRS2	1	4411532	4411532	65.54	2004-03-20	USA	Homo sapiens	
GCF_001998455.1	SAMN02837624	PRJNA224116	Mycobacterium tuberculosis TRS4	strain=TRS4	1	4411532	4411532	65.5	2005-07-07	USA	Homo sapiens	
GCF_001998075.1	SAMN02837625	PRJNA224116	Mycobacterium tuberculosis TRS5	strain=TRS5	1	4411532	4411532	65.61	2005-08-17	USA	Homo sapiens	
GCF_001998425.1	SAMN02837626	PRJNA224116	Mycobacterium tuberculosis TRS6	strain=TRS6	1	4411532	4411532	65.53	2006-03-07	USA	Homo sapiens	
GCF_001998025.1	SAMN02837627	PRJNA224116	Mycobacterium tuberculosis TRS7	strain=TRS7	1	4411532	4411532	65.53	2005-06-02	USA	Homo sapiens	
GCF_001998545.1	SAMN02837628	PRJNA224116	Mycobacterium tuberculosis TRS8	strain=TRS8	1	4411532	4411532	65.55	2007-02-01	USA	Homo sapiens	
GCF_001997425.1	SAMN02837629	PRJNA224116	Mycobacterium tuberculosis TRS9	strain=TRS9	1	4411532	4411532	65.5	2007-08-09	USA	Homo sapiens	
GCF_002000925.1	SAMN02837630	PRJNA224116	Mycobacterium tuberculosis TRS10	strain=TRS10	1	4411532	4411532	65.5	2008-03-17	USA	Homo sapiens	
GCF_001998585.1	SAMN02837631	PRJNA224116	Mycobacterium tuberculosis TRS11	strain=TRS11	1	4411532	4411532	65.52	2008-05-20	USA	Homo sapiens	
GCF_001998175.1	SAMN02837632	PRJNA224116	Mycobacterium tuberculosis TRS12	strain=TRS12	1	4411532	4411532	65.52	2008-06-22	USA	Homo sapiens	
GCF_001997885.1	SAMN02837633	PRJNA224116	Mycobacterium tuberculosis TRS13	strain=TRS13	1	4411532	4411532	65.58	2008-05-11	USA	Homo sapiens	
GCF_001998145.1	SAMN02837634	PRJNA224116	Mycobacterium tuberculosis TRS14	strain=TRS14	1	4411532	4411532	65.58	2008-08-05	USA	Homo sapiens	
GCF_001998225.1	SAMN02837635	PRJNA224116	Mycobacterium tuberculosis TRS15	strain=TRS15	1	4411532	4411532	65.58	2004-08-13	USA	Homo sapiens	
GCF_001997725.1	SAMN02837636	PRJNA224116	Mycobacterium tuberculosis TRS16	strain=TRS16	1	4411532	4411532	65.58	2002-05-31	USA	Homo sapiens	
GCF_001997775.1	SAMN02837637	PRJNA224116	Mycobacterium tuberculosis TRS17	strain=TRS17	1	4411532	4411532	65.55	2005-03-21	USA	Homo sapiens	
GCF_001998265.1	SAMN02837638	PRJNA224116	Mycobacterium tuberculosis TRS18	strain=TRS18	1	4411532	4411532	65.6	2005-04-14	USA	Homo sapiens	
GCF_001997975.1	SAMN02837639	PRJNA224116	Mycobacterium tuberculosis TRS19	strain=TRS19	1	4411532	4411532	65.58	2006-01-14	USA	Homo sapiens	
GCF_001997805.1	SAMN02837640	PRJNA224116	Mycobacterium tuberculosis TRS20	strain=TRS20	1	4411532	4411532	65.55	2007-01-16	USA	Homo sapiens	
GCF_001997935.1	SAMN02837641	PRJNA224116	Mycobacterium tuberculosis TRS21	strain=TRS21	1	4411532	4411532	65.49	2007-03-11	USA	Homo sapiens	
GCF_002000965.1	SAMN02837642	PRJNA224116	Mycobacterium tuberculosis TRS22	strain=TRS22	1	4411532	4411532	65.49	2002-11-08	USA	Homo sapiens	
GCF_001998105.1	SAMN02837643	PRJNA224116	Mycobacterium tuberculosis TRS23	strain=TRS23	1	4411532	4411532	65.6	2007-01-22	USA	Homo sapiens	
GCF_001998705.1	SAMN02837644	PRJNA224116	Mycobacterium tuberculosis TRS24	strain=TRS24	1	4411532	4411532	65.61	2005-06-08	USA	Homo sapiens	
GCF_002000905.1	SAMN02837645	PRJNA224116	Mycobacterium tuberculosis TRS25	strain=TRS25	1	4411532	4411532	65.61	2009-04-24	USA	Homo sapiens	
GCF_001998735.1	SAMN02837646	PRJNA224116	Mycobacterium tuberculosis TRS26	strain=TRS26	1	4411532	4411532	65.51	2002-04-08	USA	Homo sapiens	
GCF_001998645.1	SAMN02837647	PRJNA224116	Mycobacterium tuberculosis TRS27	strain=TRS27	1	4411532	4411532	65.52	2003-05-28	USA	Homo sapiens	
GCF_001998485.1	SAMN02837648	PRJNA224116	Mycobacterium tuberculosis TRS28	strain=TRS28	1	4411532	4411532	65.61	2010-10-03	USA	Homo sapiens	
GCF_002000945.1	SAMN02837649	PRJNA224116	Mycobacterium tuberculosis TRS29	strain=TRS29	1	4411532	4411532	65.6	2010-10-06	USA	Homo sapiens	
GCF_001997465.1	SAMN02837650	PRJNA224116	Mycobacterium tuberculosis 1821ADB35	strain=1821ADB35	1	4411532	4411532	65.57	2004-05-12	USA	Homo sapiens	
GCF_001997495.1	SAMN02837651	PRJNA224116	Mycobacterium tuberculosis 1821ADB36	strain=1821ADB36	1	4411532	4411532	65.56	2003-07-24	USA	Homo sapiens	
GCF_001997525.1	SAMN02837652	PRJNA224116	Mycobacterium tuberculosis 1821ADB37	strain=1821ADB37	1	4411532	4411532	65.59	2002-05-13	USA	Homo sapiens	
GCF_001997545.1	SAMN02837653	PRJNA224116	Mycobacterium tuberculosis 1821ADB38	strain=1821ADB38	1	4411532	4411532	65.55	2002-01-04	USA	Homo sapiens	
GCF_001997565.1	SAMN02837654	PRJNA224116	Mycobacterium tuberculosis 1821ADB40	strain=1821ADB40repeat	1	4411532	4411532	65.62	2005-02-09	USA	Homo sapiens	
GCF_001997585.1	SAMN02837655	PRJNA224116	Mycobacterium tuberculosis 1821ADB41	strain=1821ADB41	1	4411532	4411532	65.57	2005-08-10	USA	Homo sapiens	
GCF_001997605.1	SAMN02837656	PRJNA224116	Mycobacterium tuberculosis 1821ADB42	strain=1821ADB42	1	4411532	4411532	65.56	2006-09-13	USA	Homo sapiens	
GCF_001997625.1	SAMN02837657	PRJNA224116	Mycobacterium tuberculosis 1821ADB44	strain=1821ADB44	1	4411532	4411532	65.59	2007-01-26	USA	Homo sapiens	
GCF_001997665.1	SAMN02837658	PRJNA224116	Mycobacterium tuberculosis 1821ADB45	strain=1821ADB45	1	4411532	4411532	65.57	2009-06-17	USA	Homo sapiens	
GCF_000509285.1	SAMD00036742	PRJNA224116	Mycobacterium tuberculosis OM-V02_005	strain=OM-V02_005	121	184273	3914047	65.52				
GCF_000417925.1	SAMN02471085	PRJNA224116	Mycobacterium tuberculosis PanR0202	strain=PanR0202	1	4391869	4391869	65.59		Panama		multidrug-resistant
GCF_000443305.1	SAMN02471063	PRJNA224116	Mycobacterium tuberculosis PanR0203	strain=PanR0203	1	4397671	4397671	65.56		Panama	Homo sapiens	
GCF_000443325.1	SAMN02471103	PRJNA224116	Mycobacterium tuberculosis PanR0205	strain=PanR0205	1	4408813	4408813	65.49		Panama	Homo sapiens	
GCF_000443345.1	SAMN02471113	PRJNA224116	Mycobacterium tuberculosis PanR0206	strain=PanR0206	1	4404319	4404319	65.61		Panama	Homo sapiens	
GCF_000443425.1	SAMN02471065	PRJNA224116	Mycobacterium tuberculosis PanR0207	strain=PanR0207	1	4398802	4398802	65.6		Panama	Homo sapiens	
GCF_000443365.1	SAMN02471064	PRJNA224116	Mycobacterium tuberculosis PanR0208	strain=PanR0208	1	4393994	4393994	65.46		Panama	Homo sapiens	
GCF_000443405.1	SAMN02471079	PRJNA224116	Mycobacterium tuberculosis PanR0209	strain=PanR0209	1	4408133	4408133	65.61		Panama	Homo sapiens	
GCF_000443445.1	SAMN02471067	PRJNA224116	Mycobacterium tuberculosis PanR0412	strain=PanR0412	1	4393218	4393218	65.56	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443485.1	SAMN02471104	PRJNA224116	Mycobacterium tuberculosis PanR0411	strain=PanR0411	1	4404586	4404586	65.6	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443465.1	SAMN02471081	PRJNA224116	Mycobacterium tuberculosis PanR0410	strain=PanR0410	1	4404835	4404835	65.61	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443505.1	SAMN02471070	PRJNA224116	Mycobacterium tuberculosis PanR0409	strain=PanR0409	1	4402591	4402591	65.56	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443525.1	SAMN02471043	PRJNA224116	Mycobacterium tuberculosis PanR0407	strain=PanR0407	1	4405148	4405148	65.29	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443545.1	SAMN02471044	PRJNA224116	Mycobacterium tuberculosis PanR0405	strain=PanR0405	1	4403568	4403568	65.6	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443575.1	SAMN02471093	PRJNA224116	Mycobacterium tuberculosis PanR0404	strain=PanR0404	1	4404247	4404247	65.44	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443595.1	SAMN02471082	PRJNA224116	Mycobacterium tuberculosis PanR0403	strain=PanR0403	1	4400856	4400856	65.56	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443615.1	SAMN02471045	PRJNA224116	Mycobacterium tuberculosis PanR0402	strain=PanR0402	1	4412421	4412421	65.54	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443635.1	SAMN02471071	PRJNA224116	Mycobacterium tuberculosis PanR0401	strain=PanR0401	1	4407862	4407862	65.42	2004	Panama	Homo sapiens	multidrug-resistant
GCF_000443655.1	SAMN02471083	PRJNA224116	Mycobacterium tuberculosis PanR0317	strain=PanR0317	1	4392448	4392448	65.35	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443675.1	SAMN02471066	PRJNA224116	Mycobacterium tuberculosis PanR0316	strain=PanR0316	1	4394000	4394000	65.57	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443695.1	SAMN02471046	PRJNA224116	Mycobacterium tuberculosis PanR0315	strain=PanR0315	1	4403042	4403042	65.4	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443715.1	SAMN02471109	PRJNA224116	Mycobacterium tuberculosis PanR0314	strain=PanR0314	1	4392414	4392414	65.58	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443795.1	SAMN02471105	PRJNA224116	Mycobacterium tuberculosis PanR0313	strain=PanR0313	1	4401613	4401613	65.61	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443935.1	SAMN02471084	PRJNA224116	Mycobacterium tuberculosis PanR0311	strain=PanR0311	1	4404380	4404380	65.38	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443755.1	SAMN02471091	PRJNA224116	Mycobacterium tuberculosis PanR0309	strain=PanR0309	1	4390137	4390137	65.6	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443815.1	SAMN02471047	PRJNA224116	Mycobacterium tuberculosis PanR0308	strain=PanR0308	1	4391527	4391527	65.59	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443835.1	SAMN02471080	PRJNA224116	Mycobacterium tuberculosis PanR0307	strain=PanR0307	1	4403994	4403994	65.55	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443855.1	SAMN02471048	PRJNA224116	Mycobacterium tuberculosis PanR0306	strain=PanR0306	1	4402981	4402981	65.44	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443915.1	SAMN02471092	PRJNA224116	Mycobacterium tuberculosis PanR0305	strain=PanR0305	1	4386956	4386956	65.6	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443875.1	SAMN02471110	PRJNA224116	Mycobacterium tuberculosis PanR0304	strain=PanR0304	1	4397923	4397923	65.4	2003	Panama	Homo sapiens	multidrug-resistant
GCF_000443895.1	SAMN02471049	PRJNA224116	Mycobacterium tuberculosis PanR0301	strain=PanR0301	1	4395537	4395537	65.49	2003	Panama	Homo sapiens	multidrug-resistant
GCF_001439455.1	SAMN04247103	PRJNA224116	Mycobacterium tuberculosis 10	strain=10	100	261642	4313998	65.61		China	Homo sapiens	
