Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
GCF_002703985.1_ASM270398v1_genomic	191	168	133	105	56	23	4091885	4079194	3995130	3795310	2988251	1844310	181	186931	4088453	65.51	44571	23159	28	60	0.54
GCF_002703995.1_ASM270399v1_genomic	99	82	68	55	45	28	4210032	4201653	4169404	4078761	3907868	3245884	90	267996	4206714	65.59	106972	54123	13	27	0.00
GCF_002704025.1_ASM270402v1_genomic	122	102	85	72	49	29	4300842	4290627	4241901	4142531	3728058	2932152	113	212195	4298000	65.57	80883	45461	17	36	0.00
GCF_002704035.1_ASM270403v1_genomic	98	78	60	57	48	35	4304820	4294810	4253725	4231988	4097052	3623901	86	263240	4300726	65.56	101275	61299	15	29	0.00
GCF_002704055.1_ASM270405v1_genomic	125	104	85	76	51	32	4276322	4264743	4224044	4159437	3763000	3081111	114	221514	4271823	65.54	89886	43575	18	35	0.05
GCF_002708555.1_ASM270855v1_genomic	152	135	98	83	55	28	4280826	4267610	4188137	4074129	3594394	2594145	152	203015	4280826	65.54	67528	36923	21	43	0.00
GCF_002708565.1_ASM270856v1_genomic	154	138	99	87	58	30	4304863	4292275	4199747	4108811	3599250	2611525	154	182409	4304863	65.51	60034	33897	22	46	0.00
GCF_002723535.1_ASM272353v1_genomic	141	112	81	72	53	35	4301398	4285559	4208418	4146923	3824960	3189021	128	157975	4296698	65.53	78597	49775	20	36	0.00
GCF_002723545.1_ASM272354v1_genomic	137	120	99	84	53	31	4294367	4284904	4228441	4112820	3610103	2815344	129	247846	4291509	65.54	72329	37673	20	41	0.00
GCF_002886145.1_ASM288614v1_genomic	1	1	1	1	1	1	4411563	4411563	4411563	4411563	4411563	4411563	1	4411563	4411563	65.62	4411563	4411563	1	1	0.00
GCF_002886165.1_ASM288616v1_genomic	1	1	1	1	1	1	4411442	4411442	4411442	4411442	4411442	4411442	1	4411442	4411442	65.62	4411442	4411442	1	1	0.00
GCF_002886195.1_ASM288619v1_genomic	1	1	1	1	1	1	4411504	4411504	4411504	4411504	4411504	4411504	1	4411504	4411504	65.62	4411504	4411504	1	1	0.00
GCF_002886225.1_ASM288622v1_genomic	1	1	1	1	1	1	4411508	4411508	4411508	4411508	4411508	4411508	1	4411508	4411508	65.62	4411508	4411508	1	1	0.00
GCF_002886335.1_ASM288633v1_genomic	1	1	1	1	1	1	4411602	4411602	4411602	4411602	4411602	4411602	1	4411602	4411602	65.62	4411602	4411602	1	1	0.00
GCF_002886405.1_ASM288640v1_genomic	1	1	1	1	1	1	4411413	4411413	4411413	4411413	4411413	4411413	1	4411413	4411413	65.61	4411413	4411413	1	1	0.00
GCF_002886505.1_ASM288650v1_genomic	1	1	1	1	1	1	4411399	4411399	4411399	4411399	4411399	4411399	1	4411399	4411399	65.61	4411399	4411399	1	1	0.00
GCF_002886585.1_ASM288658v1_genomic	1	1	1	1	1	1	4411519	4411519	4411519	4411519	4411519	4411519	1	4411519	4411519	65.61	4411519	4411519	1	1	0.00
GCF_002886685.1_ASM288668v1_genomic	1	1	1	1	1	1	4411526	4411526	4411526	4411526	4411526	4411526	1	4411526	4411526	65.62	4411526	4411526	1	1	0.00
GCF_002886775.1_ASM288677v1_genomic	1	1	1	1	1	1	4411510	4411510	4411510	4411510	4411510	4411510	1	4411510	4411510	65.62	4411510	4411510	1	1	0.00
GCF_002886865.1_ASM288686v1_genomic	1	1	1	1	1	1	4411478	4411478	4411478	4411478	4411478	4411478	1	4411478	4411478	65.61	4411478	4411478	1	1	0.00
GCF_002886945.1_ASM288694v1_genomic	1	1	1	1	1	1	4411443	4411443	4411443	4411443	4411443	4411443	1	4411443	4411443	65.61	4411443	4411443	1	1	0.00
GCF_002887065.1_ASM288706v1_genomic	1	1	1	1	1	1	4411469	4411469	4411469	4411469	4411469	4411469	1	4411469	4411469	65.61	4411469	4411469	1	1	0.00
GCF_002887145.1_ASM288714v1_genomic	1	1	1	1	1	1	4411469	4411469	4411469	4411469	4411469	4411469	1	4411469	4411469	65.62	4411469	4411469	1	1	0.00
GCF_002887255.1_ASM288725v1_genomic	1	1	1	1	1	1	4411463	4411463	4411463	4411463	4411463	4411463	1	4411463	4411463	65.62	4411463	4411463	1	1	0.00
GCF_002887335.1_ASM288733v1_genomic	1	1	1	1	1	1	4411446	4411446	4411446	4411446	4411446	4411446	1	4411446	4411446	65.62	4411446	4411446	1	1	0.00
GCF_002890415.1_ASM289041v1_genomic	231	198	145	112	60	22	4233499	4213663	4093494	3848516	3005526	1641965	220	123962	4229708	65.25	39768	22329	33	68	95.96
GCF_002915215.1_ASM291521v1_genomic	108	61	41	39	33	26	4361703	4341182	4301458	4283798	4185878	3918698	78	303032	4353545	65.59	186838	98829	9	17	0.46
GCF_002939465.1_ASM293946v1_genomic	78	48	37	34	31	26	4372076	4357295	4331116	4308416	4263372	4079401	61	542543	4367148	65.56	258814	83470	7	15	1.28
GCF_002939505.1_ASM293950v1_genomic	92	54	40	39	33	28	4411005	4393321	4361483	4355056	4241874	4041397	67	482377	4403411	65.51	203291	82412	8	18	1.98
GCF_002939545.1_ASM293954v1_genomic	73	51	39	37	34	28	4400560	4390814	4364524	4352356	4295357	4080297	58	365103	4395938	65.54	158484	103759	9	17	0.77
GCF_002939565.1_ASM293956v1_genomic	54	40	31	30	29	24	4378402	4372741	4348757	4339326	4321363	4136588	45	551154	4375971	65.56	258536	120187	7	14	1.33
GCF_002939585.1_ASM293958v1_genomic	61	48	35	34	32	26	4374936	4369046	4338830	4331122	4292949	4063107	52	423622	4371850	65.55	169565	97675	8	16	0.91
GCF_002939605.1_ASM293960v1_genomic	106	63	50	46	38	30	4372203	4350517	4323017	4297209	4158681	3866263	81	479584	4364053	65.49	121706	81675	10	21	1.99
GCF_002939625.1_ASM293962v1_genomic	83	51	36	33	32	26	4395277	4382268	4348406	4325043	4307553	4081348	58	584092	4387449	65.54	201557	102838	7	15	1.78
GCF_002939645.1_ASM293964v1_genomic	61	41	32	31	29	23	4391694	4383177	4362198	4354508	4316394	4084463	46	502687	4386719	65.54	258931	103795	7	14	1.03
GCF_002939665.1_ASM293966v1_genomic	69	42	35	35	31	25	4384898	4373458	4360312	4360312	4297943	4097288	49	685931	4378632	65.54	221809	91559	7	14	1.19
GCF_002946495.1_ASM294649v1_genomic	1	1	1	1	1	1	4399460	4399460	4399460	4399460	4399460	4399460	1	4399460	4399460	65.55	4399460	4399460	1	1	1620.29
GCF_002975475.1_ASM297547v1_genomic	1	1	1	1	1	1	4355637	4355637	4355637	4355637	4355637	4355637	1	4355637	4355637	65.62	4355637	4355637	1	1	0.00
GCF_002976295.1_ASM297629v1_genomic	13	5	3	3	3	3	4320841	4316655	4313615	4313615	4313615	4313615	9	2087835	4319345	65.59	1509661	1509661	2	2	0.00
GCF_002976335.1_ASM297633v1_genomic	7	6	5	4	4	4	4327606	4326758	4324921	4319738	4319738	4319738	7	2026723	4327606	65.60	1338840	1338840	2	2	0.00
GCF_002976355.1_ASM297635v1_genomic	3	3	2	2	1	1	4343450	4343450	4341394	4341394	4328040	4328040	3	4328040	4343450	65.62	4328040	4328040	1	1	0.00
GCF_002976375.1_ASM297637v1_genomic	2	2	1	1	1	1	4338276	4338276	4334518	4334518	4334518	4334518	2	4334518	4338276	65.61	4334518	4334518	1	1	0.00
GCF_002982215.1_ASM298221v1_genomic	258	258	176	133	59	15	4241659	4241659	4022089	3693390	2490206	1044837	258	97217	4241659	65.34	27952	16506	45	95	0.50
GCF_002982225.1_ASM298222v1_genomic	141	96	64	59	45	32	4304631	4283116	4218483	4188293	3942903	3498832	113	279668	4295751	65.58	98715	64053	15	28	8.89
GCF_002982275.1_ASM298227v1_genomic	162	101	60	53	45	29	4325454	4300188	4216589	4160590	4023090	3479391	118	281603	4312062	65.60	113505	61002	13	25	27.30
GCF_002982285.1_ASM298228v1_genomic	446	366	236	150	43	5	4306490	4268182	3910749	3278544	1550570	301883	396	72991	4289504	65.55	20102	10474	70	145	69.52
GCF_002982335.1_ASM298233v1_genomic	150	93	59	54	43	33	4352625	4326585	4255483	4222014	4039051	3684158	114	281449	4341512	65.55	102781	64839	13	26	14.81
GCF_003006115.1_ASM300611v1_genomic	1	1	1	1	1	1	4413669	4413669	4413669	4413669	4413669	4413669	1	4413669	4413669	65.62	4413669	4413669	1	1	0.00
GCF_003006135.1_ASM300613v1_genomic	1	1	1	1	1	1	4413712	4413712	4413712	4413712	4413712	4413712	1	4413712	4413712	65.62	4413712	4413712	1	1	0.00
GCF_003010435.1_ASM301043v1_genomic	215	153	112	92	58	30	4366894	4337117	4245276	4105509	3535891	2542507	166	226998	4346749	65.46	59829	31381	24	49	0.00
GCF_003027795.2_ASM302779v2_genomic	102	102	75	71	50	28	4284266	4284266	4228394	4204463	3817291	3004533	102	215969	4284266	65.45	82212	45258	15	33	31.79
GCF_003027855.2_ASM302785v2_genomic	111	105	68	65	45	28	4276127	4271453	4198047	4176069	3817835	3144795	110	242262	4275704	65.49	84123	48377	14	30	20.51
GCF_003027875.2_ASM302787v2_genomic	101	89	59	56	42	28	4285204	4278040	4217940	4196649	3944532	3431825	95	242248	4283183	65.50	130737	64137	12	25	24.89
GCF_003027895.2_ASM302789v2_genomic	106	106	75	72	56	30	4279005	4279005	4209950	4191114	3899163	2950740	106	232137	4279005	65.43	70672	43602	17	36	27.27
GCF_003031065.1_ASM303106v1_genomic	13	7	5	5	4	4	4408918	4404675	4399596	4399596	4389271	4389271	11	2293438	4408282	65.61	2293438	1296867	1	2	0.11
GCF_003031075.1_ASM303107v1_genomic	14	10	6	6	5	5	4410177	4408516	4400641	4400641	4390171	4390171	11	2293440	4409384	65.61	2293440	463102	1	3	0.59
GCF_003031135.1_ASM303113v1_genomic	12	9	5	5	4	4	4411122	4410387	4402598	4402598	4391667	4391667	9	2293561	4410387	65.61	2293561	1298194	1	2	0.36
GCF_003031165.1_ASM303116v1_genomic	12	8	5	5	4	4	4410557	4409028	4402438	4402438	4391480	4391480	9	2293494	4409880	65.61	2293494	1298190	1	2	0.07
GCF_003031175.1_ASM303117v1_genomic	15	9	6	6	5	5	4410428	4407130	4401007	4401007	4390616	4390616	12	2293464	4409413	65.61	2293464	462328	1	3	0.14
GCF_003044235.1_ASM304423v1_genomic	1	1	1	1	1	1	4394577	4394577	4394577	4394577	4394577	4394577	1	4394577	4394577	65.55	4394577	4394577	1	1	1220.53
GCF_003049195.1_ASM304919v1_genomic	600	166	105	87	61	32	4512388	4306591	4173782	4054035	3613892	2547651	290	230156	4385826	64.96	54923	34012	26	51	0.00
GCF_003049225.1_ASM304922v1_genomic	195	145	102	84	62	31	4367756	4342208	4252533	4126056	3722233	2623237	160	164462	4353020	65.47	58437	33946	24	47	0.00
GCF_003049245.1_ASM304924v1_genomic	231	179	129	102	57	29	4327264	4298976	4172824	3975109	3179074	2177361	204	194869	4316600	65.40	50254	23736	29	60	0.00
GCF_003049265.1_ASM304926v1_genomic	334	149	103	89	67	31	4434838	4348597	4246905	4150703	3782600	2532265	177	227302	4368457	65.48	63190	33997	25	50	0.00
GCF_003049285.1_ASM304928v1_genomic	226	124	91	76	52	32	4376991	4329683	4266138	4158098	3713410	2994412	143	203378	4342955	65.49	70288	41184	19	38	0.00
GCF_003049325.1_ASM304932v1_genomic	169	127	93	81	57	33	4322707	4301109	4227052	4141636	3740186	2856633	142	190287	4312228	65.49	72233	39323	22	42	0.00
GCF_003049355.1_ASM304935v1_genomic	365	153	108	93	58	30	4421334	4320554	4218581	4109284	3513135	2511824	200	162449	4351710	65.41	62013	30402	25	50	0.00
GCF_003129545.1_ASM312954v1_genomic	1	1	1	1	1	1	4408432	4408432	4408432	4408432	4408432	4408432	1	4408432	4408432	65.58	4408432	4408432	1	1	1727.67
GCF_003265005.1_ASM326500v1_genomic	1	1	1	1	1	1	4418559	4418559	4418559	4418559	4418559	4418559	1	4418559	4418559	65.61	4418559	4418559	1	1	0.00
GCF_003266045.1_ASM326604v1_genomic	167	124	91	78	55	32	4356336	4331909	4257425	4162086	3801135	2960869	146	278654	4348136	65.50	66497	42779	19	39	0.00
GCF_003287125.1_ASM328712v1_genomic	1	1	1	1	1	1	4416938	4416938	4416938	4416938	4416938	4416938	1	4416938	4416938	65.61	4416938	4416938	1	1	0.00
GCF_003287145.1_ASM328714v1_genomic	1	1	1	1	1	1	4413214	4413214	4413214	4413214	4413214	4413214	1	4413214	4413214	65.63	4413214	4413214	1	1	0.00
GCF_003287165.1_ASM328716v1_genomic	1	1	1	1	1	1	4418796	4418796	4418796	4418796	4418796	4418796	1	4418796	4418796	65.61	4418796	4418796	1	1	0.00
GCF_003287185.1_ASM328718v1_genomic	1	1	1	1	1	1	4406346	4406346	4406346	4406346	4406346	4406346	1	4406346	4406346	65.62	4406346	4406346	1	1	0.00
GCF_003293655.1_ASM329365v1_genomic	1	1	1	1	1	1	4359659	4359659	4359659	4359659	4359659	4359659	1	4359659	4359659	65.56	4359659	4359659	1	1	0.00
GCF_003311705.1_ASM331170v1_genomic	99	70	44	41	38	29	4377155	4361678	4308644	4286934	4228900	3878581	86	253807	4373071	65.61	132779	98767	11	21	0.00
GCF_003326145.1_ASM332614v1_genomic	82	54	38	37	31	27	4357245	4345498	4314853	4305296	4207451	4052992	60	560275	4349974	65.61	152411	103200	10	18	0.34
GCF_003383125.1_UT1_genomic	82	54	38	37	31	27	4357245	4345498	4314853	4305296	4207451	4052992	60	560275	4349974	65.61	152411	103200	10	18	0.34
GCF_003383135.1_ASM338313v1_genomic	140	56	34	34	28	27	4341817	4313951	4270617	4270617	4171662	4126826	68	302818	4323667	65.61	174970	122755	10	17	0.00
GCF_003383145.1_ASM338314v1_genomic	97	68	45	42	38	30	4437279	4426347	4380516	4357075	4280888	3995437	74	309198	4431253	65.61	148461	85180	11	20	0.00
GCF_003383185.1_ASM338318v1_genomic	188	112	76	70	50	27	4310676	4271208	4197417	4158713	3843015	2933783	149	222838	4297864	65.49	90487	43488	15	34	9.75
GCF_003383205.1_ASM338320v1_genomic	100	52	39	38	33	28	4351252	4331498	4303960	4296194	4210228	4033915	64	296236	4340208	65.60	152061	114396	11	19	0.16
GCF_003383245.1_ASM338324v1_genomic	343	64	40	39	34	29	4435455	4360712	4317285	4312257	4228144	4037333	75	303879	4368931	65.63	152447	90859	10	19	0.00
GCF_003383255.1_ASM338325v1_genomic	108	57	35	34	28	25	4365549	4342374	4297860	4288170	4185170	4080221	75	360700	4356347	65.58	187114	114591	9	16	1.24
GCF_003383265.1_ASM338326v1_genomic	91	56	38	34	31	27	4341535	4324446	4288672	4261441	4211153	4081312	69	303778	4335549	65.59	183282	106329	10	17	0.32
GCF_003383305.1_ASM338330v1_genomic	105	59	36	35	31	26	4375712	4354971	4303964	4294728	4223757	4046140	71	314616	4364497	65.59	195937	106953	9	17	0.32
GCF_003383315.1_ASM338331v1_genomic	109	55	41	39	33	29	4357370	4338780	4305144	4291348	4187329	4032972	61	303333	4343067	65.61	159984	93044	10	19	0.21
GCF_003383325.1_ASM338332v1_genomic	115	68	45	40	34	29	4333274	4310758	4265236	4229935	4120547	3944258	84	282788	4323366	65.60	159252	97796	11	19	0.67
GCF_003383375.1_ASM338337v1_genomic	139	89	54	48	38	31	4382789	4358755	4284070	4237146	4074693	3793884	109	304936	4373178	65.57	146062	65464	11	23	11.20
GCF_003383385.1_ASM338338v1_genomic	101	68	52	49	41	33	4390527	4375338	4343602	4324527	4193826	3879070	79	289974	4383797	65.59	129515	70396	12	24	1.28
GCF_003383395.1_ASM338339v1_genomic	1196	55	38	37	34	27	4694425	4378213	4344253	4337802	4295811	4048009	83	308578	4398180	65.62	197061	98740	9	18	26.06
GCF_003383415.1_ASM338341v1_genomic	98	61	41	40	35	29	4361524	4342295	4305327	4297557	4216674	3989762	78	294999	4355442	65.61	175059	86465	10	19	0.51
GCF_003383465.1_ASM338346v1_genomic	109	51	35	35	30	27	4383602	4362749	4336931	4336931	4260973	4152328	63	304134	4372015	65.61	196501	123055	9	16	22.28
GCF_003383475.1_ASM338347v1_genomic	108	61	41	39	33	26	4361703	4341182	4301458	4283798	4185878	3918698	78	303032	4353545	65.59	186838	98829	9	17	0.46
GCF_003383495.1_ASM338349v1_genomic	104	62	45	43	37	29	4376826	4359840	4328076	4311349	4211586	3906769	72	304163	4368466	65.59	136732	92497	10	20	0.00
GCF_003383535.1_ASM338353v1_genomic	81	63	44	42	37	30	4372932	4363087	4325234	4308478	4215280	3959479	72	304604	4370504	65.59	136916	92497	10	20	0.96
GCF_003391805.1_ASM339180v1_genomic	237	191	131	104	59	26	4374478	4352329	4211037	4021848	3236280	2062696	207	221350	4364200	65.41	44257	24367	29	61	2.31
GCF_003391945.1_ASM339194v1_genomic	310	239	162	122	57	16	4320758	4285612	4075110	3792240	2706206	1207566	269	133835	4308258	65.37	36693	18103	39	82	0.02
GCF_003391955.1_ASM339195v1_genomic	263	215	149	121	62	22	4337446	4314620	4155738	3946382	2983814	1570648	234	134768	4327979	65.36	38894	20825	36	74	4.94
GCF_003391985.1_ASM339198v1_genomic	239	188	128	102	57	26	4379314	4354245	4207243	4027383	3273460	2201051	210	222613	4370294	65.43	53031	24643	26	58	3.46
GCF_003391995.1_ASM339199v1_genomic	245	191	141	112	62	22	4367214	4340624	4211126	4002515	3160265	1751767	215	227577	4357533	65.37	38878	22690	33	67	2.34
GCF_003392005.1_ASM339200v1_genomic	441	333	207	146	43	12	4259823	4208401	3890515	3450466	1756976	726105	377	76209	4239938	65.33	22158	12026	59	122	0.99
GCF_003392025.1_ASM339202v1_genomic	292	222	149	108	55	19	4332423	4300541	4113917	3814667	2884685	1608330	250	225281	4319274	65.36	38968	20884	32	71	0.00
GCF_003392065.1_ASM339206v1_genomic	223	177	124	104	59	28	4406118	4384029	4255858	4113070	3347712	2199574	192	159178	4395603	65.45	50178	26679	28	58	7.83
GCF_003392075.1_ASM339207v1_genomic	332	250	170	127	57	18	4323569	4286968	4089581	3783540	2672720	1282354	276	133825	4305523	65.35	33797	16890	40	85	0.00
GCF_003392095.1_ASM339209v1_genomic	286	225	158	118	62	22	4331643	4304392	4133967	3845602	2898899	1516580	246	133165	4319841	65.38	35984	20315	39	78	2.43
GCF_003392105.1_ASM339210v1_genomic	1121	230	153	123	63	20	4635877	4359099	4166297	3952902	2950237	1482480	310	132653	4410751	65.33	36712	20485	38	80	2.61
GCF_003392135.1_ASM339213v1_genomic	244	187	128	102	55	29	4358466	4334376	4189952	3998310	3185857	2272321	203	225281	4345587	65.37	53033	23416	28	59	2.30
GCF_003392155.1_ASM339215v1_genomic	254	193	135	110	57	26	4354153	4327678	4190324	4008963	3177584	1994789	215	149222	4342499	65.39	46160	22741	30	61	5.92
GCF_003392165.1_ASM339216v1_genomic	316	231	158	119	57	18	4320263	4281624	4091806	3807859	2783631	1397270	261	222671	4303220	65.40	35431	18723	36	78	0.02
GCF_003392205.1_ASM339220v1_genomic	363	280	184	138	56	11	4284320	4243550	3991779	3660702	2361990	802772	318	120749	4270608	65.35	28872	14795	48	101	0.00
GCF_003392225.1_ASM339222v1_genomic	302	230	165	120	55	18	4315600	4283104	4113016	3779146	2660710	1346132	255	121822	4301363	65.32	34141	19382	38	81	0.05
GCF_003392245.1_ASM339224v1_genomic	252	209	142	112	58	24	4315413	4296338	4132295	3917130	3009443	1784413	225	132832	4308455	65.34	41680	22228	33	68	11.35
GCF_003392255.1_ASM339225v1_genomic	392	300	194	145	51	12	4284905	4237021	3949682	3598246	2085126	754978	342	97054	4268336	65.34	24610	13977	53	111	0.02
GCF_003392275.1_ASM339227v1_genomic	300	224	156	121	60	17	4326798	4291321	4107231	3857472	2839337	1371236	251	179389	4311495	65.39	35028	20206	37	78	0.00
GCF_003392285.1_ASM339228v1_genomic	263	203	145	112	60	24	4348359	4320400	4164801	3924358	3064290	1785348	226	157362	4335685	65.37	39798	21962	33	69	15.61
GCF_003392305.1_ASM339230v1_genomic	754	566	285	129	21	1	4298609	4202450	3495384	2370536	730536	70900	655	70900	4266269	65.11	11204	6202	107	233	0.00
GCF_003392335.1_ASM339233v1_genomic	280	203	144	113	59	24	4356263	4317490	4167543	3940671	3016373	1808931	235	204321	4340387	65.38	41448	21034	33	70	0.00
GCF_003392345.1_ASM339234v1_genomic	500	223	137	112	56	22	4418412	4324538	4116286	3938033	2996991	1801605	268	221349	4356953	65.37	38681	20425	31	69	1.15
GCF_003392355.1_ASM339235v1_genomic	465	340	209	147	46	6	4271698	4215242	3852311	3410162	1724802	399391	383	102773	4247239	65.30	21043	12337	64	128	0.05
GCF_003392405.1_ASM339240v1_genomic	1147	364	225	155	50	8	4549390	4292496	3938979	3428933	1827748	461759	462	74293	4356361	65.17	19262	11213	67	141	0.00
GCF_003392415.1_ASM339241v1_genomic	830	234	156	116	58	21	4512694	4320032	4134876	3839360	2900802	1668856	300	159107	4363360	65.35	34068	17716	34	76	1.15
GCF_003392425.1_ASM339242v1_genomic	246	186	127	107	55	25	4363658	4338836	4186171	4040750	3181324	2115210	201	157047	4350027	65.38	49561	23034	27	59	4.60
GCF_003392435.1_ASM339243v1_genomic	255	192	132	108	58	27	4366083	4336056	4171470	4003761	3141073	2039619	215	140986	4353465	65.39	45181	23556	30	64	10.24
GCF_003392485.1_ASM339248v1_genomic	223	174	115	95	52	28	4381819	4359348	4207083	4074409	3341828	2478202	190	157720	4371499	65.43	61030	27748	23	50	1.17
GCF_003392495.1_ASM339249v1_genomic	362	269	170	131	54	13	4282983	4234274	3973552	3706459	2446838	996394	314	120718	4268344	65.34	30405	15579	43	93	0.00
GCF_003392525.1_ASM339252v1_genomic	318	239	163	118	58	16	4306555	4269457	4079250	3760992	2743854	1244481	270	139705	4290973	65.36	35008	18804	38	81	1.17
GCF_003392535.1_ASM339253v1_genomic	293	222	160	122	63	17	4358757	4326134	4161308	3896708	2949691	1308042	245	121984	4343386	65.34	37202	19516	38	77	2.67
GCF_003392545.1_ASM339254v1_genomic	356	259	162	123	58	18	4300430	4255235	4008942	3717077	2699134	1329643	294	142308	4281036	65.37	32557	16529	39	84	0.00
GCF_003392585.1_ASM339258v1_genomic	246	191	127	101	55	29	4408433	4381789	4217342	4025064	3241809	2302393	211	177725	4396853	65.29	53096	23013	28	58	5.96
GCF_003392595.1_ASM339259v1_genomic	227	177	133	107	59	25	4368880	4343149	4229583	4039898	3225658	2062482	201	213155	4360771	65.42	45585	24712	28	61	7.27
GCF_003392605.1_ASM339260v1_genomic	368	188	132	109	62	28	4406544	4343632	4209604	4046581	3263415	2068053	218	159107	4365205	65.41	46161	24379	31	63	2.34
GCF_003392615.1_ASM339261v1_genomic	293	243	171	137	56	17	4306065	4283370	4109905	3872225	2529319	1163239	262	121823	4296685	65.34	31740	17427	43	89	3.44
GCF_003392665.1_ASM339266v1_genomic	380	291	184	138	56	12	4288251	4247782	3961905	3621098	2296210	753517	324	103700	4271019	65.33	27205	14505	50	104	0.00
GCF_003392675.1_ASM339267v1_genomic	430	328	208	142	43	11	4263293	4214586	3919292	3453319	1847594	763390	364	120664	4241660	65.32	22596	12223	55	118	0.00
GCF_003392685.1_ASM339268v1_genomic	312	236	161	120	57	18	4318716	4283832	4089849	3792717	2714280	1376246	265	180914	4303782	65.36	33697	19137	38	81	0.00
GCF_003392695.1_ASM339269v1_genomic	280	221	152	125	64	21	4333766	4304301	4132491	3937563	2947945	1419726	247	141852	4323525	65.38	35887	19471	39	78	2.59
GCF_003392745.1_ASM339274v1_genomic	324	220	140	101	56	28	4366650	4318096	4127248	3842924	3068256	2069216	256	214187	4344320	65.35	47536	22264	31	65	0.00
GCF_003392765.1_ASM339276v1_genomic	346	267	173	126	56	18	4300683	4263960	4019845	3675162	2521849	1279204	300	132505	4286806	65.35	29599	16044	42	91	0.00
GCF_003392775.1_ASM339277v1_genomic	398	294	187	126	59	13	4289986	4244669	3963097	3520430	2450709	843340	328	87532	4269208	65.35	29483	14439	48	100	0.00
GCF_003392785.1_ASM339278v1_genomic	282	220	157	117	55	22	4336350	4306333	4150692	3871902	2880589	1756916	246	156955	4325804	65.33	36693	18000	32	73	3.19
GCF_003392815.1_ASM339281v1_genomic	295	232	154	121	56	20	4339435	4308994	4102333	3872657	2790248	1521039	255	221199	4326788	65.39	35922	19345	36	77	0.51
GCF_003392845.1_ASM339284v1_genomic	207	175	121	95	56	25	4375394	4358898	4223922	4032010	3377677	2273432	189	211367	4369485	65.42	55084	27105	24	53	15.47
GCF_003392855.1_ASM339285v1_genomic	249	201	136	114	55	24	4355880	4333438	4163448	4008927	2986357	1857016	223	159107	4347551	65.40	43325	21909	31	67	1.43
GCF_003392865.1_ASM339286v1_genomic	368	266	180	138	54	15	4297525	4251010	4031863	3734316	2363287	980553	302	95285	4276703	65.36	30560	16206	46	97	1.17
GCF_003392895.1_ASM339289v1_genomic	375	289	199	142	57	9	4280188	4240786	4023600	3624980	2247740	563841	320	79147	4262590	65.35	26588	15033	53	107	0.00
GCF_003392915.1_ASM339291v1_genomic	540	406	237	155	38	2	4252094	4189199	3761408	3163224	1321904	147340	457	75907	4226014	65.32	17708	9756	77	156	0.00
